SUBCATEGORIA;DESCR_SUBCAT;DESCRABREV;CATEGORIA;DESCR_CAT;GRUPO;CAPITULO
A319;Infecção micobacteriana não especificada;A31.9 Infecc micobacteriana NE;A31;Infecções devidas a outras micobactérias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A320;Listeriose cutânea;A32.0 Listeriose cutanea;A32;Listeriose [listeríase];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A321;Meningite e meningoencefalite por listéria;A32.1 Meningite e meningoencefalite p/listeria;A32;Listeriose [listeríase];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A327;Septicemia listeriótica;A32.7 Septicemia listeriotica;A32;Listeriose [listeríase];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A328;Outras formas de listeriose;A32.8 Outr form de listeriose;A32;Listeriose [listeríase];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A329;Listeriose não especificada;A32.9 Listeriose NE;A32;Listeriose [listeríase];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A33;Tétano do recém-nascido [neonatal];A33   Tetano do recem-nascido;A33;Tétano do recém-nascido [neonatal];Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A34;Tétano obstétrico;A34   Tetano obstetrico;A34;Tétano obstétrico;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A35;Outros tipos de tétano;A35   Outr tipos de tetano;A35;Outros tipos de tétano;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A360;Difteria faríngea;A36.0 Difteria faringea;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A361;Difteria nasofaríngea;A36.1 Difteria nasofaringea;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A362;Difteria laríngea;A36.2 Difteria laringea;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A363;Difteria cutânea;A36.3 Difteria cutanea;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A368;Outras formas de difteria;A36.8 Outr form de difteria;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A369;Difteria não especificada;A36.9 Difteria NE;A36;Difteria;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A370;Coqueluche por Bordetella pertussis;A37.0 Coqueluche p/Bordetella pertussis;A37;Coqueluche;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A371;Coqueluche por Bordetella parapertussis;A37.1 Coqueluche p/Bordetella parapertussis;A37;Coqueluche;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A378;Coqueluche por outras espécies da Bordetella;A37.8 Coqueluche p/outr especies da Bordetella;A37;Coqueluche;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A379;Coqueluche não especificada;A37.9 Coqueluche NE;A37;Coqueluche;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A38;Escarlatina;A38   Escarlatina;A38;Escarlatina;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A390;Meningite meningocócica;A39.0 Meningite meningococica;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A391;Síndrome de Waterhouse-Friderichsen;A39.1 Sindr de Waterhouse-Friderichsen;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A392;Meningococcemia aguda;A39.2 Meningococcemia aguda;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A393;Meningococcemia crônica;A39.3 Meningococcemia cronica;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A394;Meningococcemia não especificada;A39.4 Meningococcemia NE;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A395;Cardite por meningococos;A39.5 Cardite p/meningococos;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A398;Outras infecções por meningococos;A39.8 Outr infecc p/meningococos;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A399;Infecção meningocócica não especificada;A39.9 Infecc meningococica NE;A39;Infecção meningogócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A400;Septicemia por Streptococcus do grupo A;A40.0 Septicemia p/Streptococcus do grupo A;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A401;Septicemia por Streptococcus do grupo B;A40.1 Septicemia p/Streptococcus do grupo B;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A402;Septicemia por Streptococcus do grupo D;A40.2 Septicemia p/Streptococcus do grupo D;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A403;Septicemia por Streptococcus pneumonia;A40.3 Septicemia p/Streptococcus pneumonia;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A408;Outras septicemias estreptocócicas;A40.8 Outr septicemias estreptococicas;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A409;Septicemia estreptocócica não especificada;A40.9 Septicemia estreptococica NE;A40;Septicemia estreptocócica;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A410;Septicemia por Staphylococcus aureus;A41.0 Septicemia p/Staphylococcus aureus;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A411;Septicemia por outros estafilococos especificados;A41.1 Septicemia p/outr estafilococos espec;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A412;Septicemia por estafilococos não especificados;A41.2 Septicemia p/estafilococos NE;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A413;Septicemia por Haemophilus influenzae;A41.3 Septicemia p/Haemophilus influenzae;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A414;Septicemia por anaeróbios;A41.4 Septicemia p/anaerobios;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A415;Septicemia por outros microorganismos gram-negativos;A41.5 Septicemia p/outr microorg gram-negativos;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A418;Outras septicemias especificadas;A41.8 Outr septicemias espec;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A419;Septicemia não especificada;A41.9 Septicemia NE;A41;Outras septicemias;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A420;Actinomicose pulmonar;A42.0 Actinomicose pulmonar;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A421;Actinomicose abdominal;A42.1 Actinomicose abdominal;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A422;Actinomicose cervicofacial;A42.2 Actinomicose cervicofacial;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A427;Septicemia actinomicótica;A42.7 Septicemia actinomicotica;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A428;Outras formas de actinomicose;A42.8 Outr form de actinomicose;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A429;Actinomicose não especificada;A42.9 Actinomicose NE;A42;Actinomicose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A430;Nocardiose pulmonar;A43.0 Nocardiose pulmonar;A43;Nocardiose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A431;Nocardiose cutânea;A43.1 Nocardiose cutanea;A43;Nocardiose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A438;Outras formas de nocardiose;A43.8 Outr form de nocardiose;A43;Nocardiose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A439;Nocardiose não especificada;A43.9 Nocardiose NE;A43;Nocardiose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A440;Bartonelose sistêmica;A44.0 Bartonelose sistemica;A44;Bartonelose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A441;Bartonelose cutânea e cutâneo-mucosa;A44.1 Bartonelose cutanea e cutaneo-mucosa;A44;Bartonelose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A448;Outras formas de bartonelose;A44.8 Outr form de bartonelose;A44;Bartonelose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A449;Bartonelose não especificada;A44.9 Bartonelose NE;A44;Bartonelose;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A46;Erisipela;A46   Erisipela;A46;Erisipela;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A480;Gangrena gasosa;A48.0 Gangrena gasosa;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A481;Doença dos legionários;A48.1 Doenc dos legionarios;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A482;Doença dos legionários não-pneumônica [febre de Pontiac];A48.2 Doenc dos legionarios nao-pneumonica;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A483;Síndrome do choque tóxico;A48.3 Sindr do choque toxico;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A484;Febre purpúrica do Brasil;A48.4 Febre purpurica do Brasil;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A488;Outras doenças bacterianas especificadas;A48.8 Outr doenc bacter espec;A48;Outras doenças bacterianas não classificadas em outra parte;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A490;Infecção estafilocócica de localização não especificada;A49.0 Infecc estafilococica localiz NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A491;Infecção estreptocócica de localização não especificada;A49.1 Infecc estreptococica localiz NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A492;Infecção por Haemophilus influenzae de localização não especificada;A49.2 Infecc p/Haemophilus influenzae localiz NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A493;Infecção por Mycoplasma de localização não especificada;A49.3 Infecc p/Mycoplasma localiz NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A498;Outras infecções bacterianas de localização não especificada;A49.8 Outr infecc bacterianas localiz NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A499;Infecção bacteriana não especificada;A49.9 Infecc bacter NE;A49;Infecção bacteriana de localização não especificada;Outras doenças bacterianas;Algumas doenças infecciosas e parasitárias
A500;Sífilis congênita precoce sintomática;A50.0 Sifilis congen precoce sintomatica;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A501;Sífilis congênita precoce, forma latente;A50.1 Sifilis congen precoce form latente;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A502;Sífilis congênita precoce não especificada;A50.2 Sifilis congen precoce NE;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A503;Oculopatia sifilítica congênita tardia;A50.3 Oculopatia sifilitica congen tard;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A504;Neurossífilis congênita tardia [neurossífilis juvenil];A50.4 Neurossifilis congen tard;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A505;Outras formas tardias e sintomáticas da sífilis congênita;A50.5 Outr form tard e sintomat sifilis congen;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A506;Sífilis congênita tardia latente;A50.6 Sifilis congen tard latente;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A507;Sífilis congênita tardia não especificada;A50.7 Sifilis congen tard NE;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A509;Sífilis congênita não especificada;A50.9 Sifilis congen NE;A50;Sífilis congênita;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A510;Sífilis genital primária;A51.0 Sifilis genital prim;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A511;Sífilis anal primária;A51.1 Sifilis anal prim;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A512;Sífilis primária de outras localizações;A51.2 Sifilis prim de outr localiz;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A513;Sífilis secundária da pele e das mucosas;A51.3 Sifilis secund da pele e das mucosas;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A514;Outras formas de sífilis secundária;A51.4 Outr form de sifilis secund;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
A515;Sífilis precoce latente;A51.5 Sifilis precoce latente;A51;Sífilis precoce;Infecções de transmissão predominantemente sexual;Algumas doenças infecciosas e parasitárias
